city_id,x_coor,y_coor,y,ols_residual,gwr_yhat,gwr_residual,localR2,influ,CooksD,beta_Intercept,beta_lg_agri_predicted,beta_lg_agri_predicted_2,beta_nonagri_percent,beta_emp_nonagri,beta_urban_pop_percent,beta_agri_inter,beta_nonagri_inter,se_Intercept,se_lg_agri_predicted,se_lg_agri_predicted_2,se_nonagri_percent,se_emp_nonagri,se_urban_pop_percent,se_agri_inter,se_nonagri_inter,t_Intercept,t_lg_agri_predicted,t_lg_agri_predicted_2,t_nonagri_percent,t_emp_nonagri,t_urban_pop_percent,t_agri_inter,t_nonagri_inter,p_Intercept,p_lg_agri_predicted,p_lg_agri_predicted_2,p_nonagri_percent,p_emp_nonagri,p_urban_pop_percent,p_agri_inter,p_nonagri_inter,sumW
110000.0,116.41264,40.185627000000004,-1.3823997803765458,-1.796462288574985,-1.141625908777579,-0.24077387159896668,0.12431510659076174,0.9715822356381151,3.5190970429718815,-0.046413528137564206,0.4395989423837283,-0.4168893873525932,0.23391440508559078,0.08424866553655327,-0.16488029624886877,0.06579328962651648,-0.09512923013983372,0.07563334732612136,0.46044716263058705,0.4284621188964386,0.11736473476727156,0.08120445302838908,0.10644438614863709,0.133340413627104,0.09857697213874875,-0.613664868453263,0.9547217966818375,-0.9729900706889736,1.993055286576768,1.0374882459598607,-1.5489806669431376,0.49342347032544925,-0.9650248742265864,0.5398582954295554,0.3404151199158095,0.3312687370510533,0.04707603467659977,0.30026567985136565,0.12234192914288375,0.6220406188367114,0.3352368686760566,120.27097951309563
120000.0,117.34158000000001,39.283764,-1.1297105565762409,-1.023421416932977,0.02488770207639668,-1.1545982586526375,0.11978282784265597,0.06749549088211815,0.005220925045861527,-0.06746974471540455,0.42844716880009054,-0.38962326016968984,0.2206385506783515,0.09059888404416779,-0.13765066986291158,0.05160015020856958,-0.09594998742286624,0.0765821415969307,0.476098637053325,0.43988417081990594,0.11910740170165297,0.08212054597160084,0.10503726146136584,0.1316862158633713,0.09839069042382997,-0.8810114644026701,0.8999126135958728,-0.8857405790334894,1.8524335811725585,1.1032425926089062,-1.3104937043083649,0.39184169634053734,-0.9751937608075509,0.37895087342952405,0.3688209928028552,0.3764003556627471,0.06485366738972788,0.27072326914042305,0.19093746522471886,0.6954273397333566,0.3301763048949229,124.2536255085622
130100.0,114.43948999999999,38.130539,-0.21403331429826028,-0.15405992419492417,-0.23089461853490967,0.016861304236649388,0.1262958510818385,0.05911163144219639,9.57837549373142e-07,-0.037391688930532845,0.5541389058056367,-0.5574533182942318,0.25697256850415173,0.08066936715168328,-0.18068260090362795,-0.011430541948557513,-0.09923209032883507,0.07525237504782928,0.44923276509867766,0.4194013731822004,0.11875691062831377,0.08108850470390884,0.10835330254180273,0.13795850236493412,0.09862679685028511,-0.4968838379754426,1.2335229058457382,-1.329164265878685,2.1638535992943293,0.9948311101091823,-1.667532014854098,-0.08285492921864955,-1.0061372111624876,0.6196008228757472,0.21825594706708976,0.18470920304694144,0.031190545141810643,0.32054510615191245,0.0963544321486706,0.9340169744769193,0.31508451479895366,125.43605239264554
130200.0,118.3323,39.708866,0.8085042223021699,0.9024112150909775,-0.19245006940457665,1.0009542917067464,0.12131673782616478,0.0717759955352727,0.004211287671576414,-0.07652593499916042,0.4049663617671899,-0.35062839743598606,0.20823738669318065,0.09517085484201537,-0.128077658515714,0.06473881789809352,-0.09420567360196408,0.0758533418329842,0.47821956265073834,0.44155458279345716,0.11625507944388755,0.07901168821589134,0.10174803785308656,0.1305578072821413,0.09813637000913084,-1.0088670208842896,0.8468209864157147,-0.7940771336077311,1.791211082468787,1.2045161543944076,-1.2587727608137727,0.4958632443802462,-0.9599465885399976,0.31377533522420437,0.39770674304433107,0.42771945005591017,0.07417294605382933,0.22925069918060276,0.20899948599423376,0.6203199753911788,0.3377827762393708,125.83989833673468
130300.0,119.18741999999999,40.085251,-0.8524093234803642,-0.8672605169465906,0.012571050363555186,-0.8649803738439195,0.12368006961569251,0.01687046046429256,0.0006589170353205342,-0.08374982184662905,0.39328901008283995,-0.32616005590327457,0.19935373572348647,0.09858020543918086,-0.12169654886208622,0.0730024915117339,-0.09293944161902966,0.07559248989934558,0.480050487409011,0.4432121069655132,0.1147390429687399,0.07716566798495259,0.09981347950507327,0.13047265044444198,0.09799007140157277,-1.107911936200875,0.8192659322263143,-0.7359006010380791,1.7374533599500168,1.277513796140586,-1.219239620395166,0.5595233274027793,-0.9484577395413343,0.26870426539012926,0.4132241921117923,0.4623123549484073,0.08323732296092468,0.2023162129494861,0.22362138909640095,0.5761830232809604,0.3435884195756035,126.50132165647773
130400.0,114.54296000000001,36.552448,0.8777714543292247,0.8751726060241173,-0.11432426598410084,0.9920957203133255,0.12476525755521396,0.02721456736020314,0.0014281941597090566,-0.05842066953481019,0.5971725192689169,-0.5896735816747553,0.25143225320560625,0.09221041376495508,-0.1634179933701208,-0.056946064821532444,-0.10096939579841753,0.07695188149778309,0.46136608464966344,0.4274227976326851,0.12209203121008369,0.08166494849687797,0.10746942171254735,0.14513162371769525,0.09836013998187043,-0.7591844201560326,1.2943572124994354,-1.3796025503101588,2.0593666164253333,1.1291308628998922,-1.5205999135942248,-0.3923753029339895,-1.026527573232694,0.4482825442362527,0.19644434552942253,0.1686403254097201,0.04024092469435533,0.2596602830093273,0.12931492442868744,0.69503346878324,0.30539255259990483,129.0235294080516
130500.0,114.81666000000001,37.212246,0.42042345218929034,0.34220596907931294,-0.029813653330237777,0.4502371055195281,0.12453788704311394,0.01392634200615198,0.00014649192717239212,-0.05520625965739086,0.5690555852633226,-0.5611991560774335,0.2534214454627803,0.08819232770524824,-0.16536660126336322,-0.03919965555689181,-0.10058826889884935,0.07631237686235458,0.4601128677972828,0.4268561796666911,0.12098493118728976,0.08128568995291074,0.10722355368133916,0.14249633644812157,0.09844808988222903,-0.7234247172901842,1.2367738985166525,-1.3147265585229282,2.0946529702155487,1.0849674494531392,-1.5422600313623356,-0.27509237454089336,-1.0217391624274332,0.46992990117839806,0.2170478197790161,0.189512002883704,0.03696173974383157,0.2787256558586181,0.12396587952133839,0.7834169045389335,0.30765054181313334,128.17007542683268
130600.0,115.17113,39.021587,0.06723486584790977,0.08620086484603294,-0.17237500597009148,0.23960987181800125,0.1242662922065204,0.03915904947661387,0.0001228715479210929,-0.03809513449419112,0.50741475006116,-0.5017896894666843,0.2458201937979041,0.08030586030347209,-0.1723944155419034,0.02524507049108757,-0.09759412067342005,0.07509985483737475,0.4525383679982193,0.42202067623271716,0.11812125219838134,0.08193548597588916,0.10774413094344305,0.1328242779670886,0.09860104157670019,-0.5072597620419422,1.1212634904432162,-1.189016836677404,2.0810835410469233,0.9801108682885383,-1.6000353247305557,0.19006367568843727,-0.9897879283303831,0.6123103571862023,0.26298851959872294,0.23528533057967305,0.03819466171099068,0.3277472100661645,0.11054474734173594,0.8493757402118531,0.32300076991853555,123.96262813050137
130700.0,115.03185,40.864917999999996,-0.2020435349735146,-0.25236685207785536,0.01840714080586034,-0.22045067577937494,0.12738956826973188,0.01329085351017328,3.347420064876727e-05,-0.022107127949869163,0.4678351463074938,-0.4665667472461411,0.247010229668328,0.0786214970355871,-0.19308080509799921,0.0700314724183208,-0.09405927039902177,0.07430227185960007,0.4432388008306892,0.41614350253643356,0.11483603513437464,0.08084067957773385,0.1079631490789251,0.13379975451482365,0.09874063124884395,-0.297529636666323,1.0554923112117165,-1.121167925012341,2.1509818706235424,0.972548690167642,-1.7883954547940235,0.5234050889873795,-0.9525893161648489,0.7662488322374487,0.29197001022952845,0.2630291289112798,0.03220111522730427,0.3314878239032686,0.07462671217773478,0.6010426086694508,0.34149328585803995,116.5540736608384
130800.0,117.54701999999999,41.347225,0.035484064651178315,-0.06618703123354897,0.026405223912346898,0.009078840738831417,0.12908495171246695,0.016914649992190924,7.278705455370703e-08,-0.0540905915649271,0.39906443848425954,-0.3581030925249914,0.22133802247096515,0.0899775934266206,-0.16059887755228383,0.08702145311394405,-0.09257846603321564,0.07470248365738151,0.4588636325257099,0.4274238746569672,0.113754621614437,0.07693452573885616,0.1022911916081215,0.13362277124413197,0.09828480031785883,-0.7240802302238085,0.8696798137775719,-0.8378172436258742,1.9457497139867799,1.169534647318648,-1.5700166849902346,0.6512471811780778,-0.9419408263923967,0.46952793058048026,0.38510561970897217,0.40273790550232214,0.05253097994056968,0.24302976932898293,0.11736664218251593,0.515338806273166,0.34690988869835526,120.83058398440602
