city_id,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_lg_agri_predicted,beta_lg_agri_predicted_2,beta_nonagri_percent,beta_emp_nonagri,beta_urban_pop_percent,beta_agri_inter,beta_nonagri_inter,se_Intercept,se_lg_agri_predicted,se_lg_agri_predicted_2,se_nonagri_percent,se_emp_nonagri,se_urban_pop_percent,se_agri_inter,se_nonagri_inter,t_Intercept,t_lg_agri_predicted,t_lg_agri_predicted_2,t_nonagri_percent,t_emp_nonagri,t_urban_pop_percent,t_agri_inter,t_nonagri_inter,p_Intercept,p_lg_agri_predicted,p_lg_agri_predicted_2,p_nonagri_percent,p_emp_nonagri,p_urban_pop_percent,p_agri_inter,p_nonagri_inter,sumW_Intercept,sumW_lg_agri_predicted,sumW_lg_agri_predicted_2,sumW_nonagri_percent,sumW_emp_nonagri,sumW_urban_pop_percent,sumW_agri_inter,sumW_nonagri_inter
110000.0,116.41264,40.185627000000004,-1.3823997803765458,-1.796462288574985,-1.3098931333872619,-0.07250664698928388,0.09706537423333927,-0.0550028251289328,-0.3357748781343501,0.33870349543601824,0.14853902862390675,0.11754918197366894,-0.11189156791699013,0.10539823747970714,-0.10340017498290133,0.08798206487596241,0.739579077155924,0.6570072150222738,0.08089258411073116,0.0692249973751704,0.07342518153190432,0.15813379886162163,0.09624782749651377,-0.625159516390938,-0.4540080817667038,0.5155247730796009,1.8362502602287574,1.698074199072941,-1.5238854788308778,0.6665130303480418,-1.0743117810804261,0.5322971125474233,0.6501205549832524,0.6065305054021255,0.06721737091886464,0.09043356507947001,0.1284921475285047,0.5055475328670986,0.28346548665879456,93.86847366220483,119.0114257382022,209.71468032232798,241.7566618877193,241.7566618877193,241.7566618877193,241.7566618877193,49.781918766751616
120000.0,117.34158000000001,39.283764,-1.1297105565762409,-1.023421416932977,-0.05706471750258109,-1.0726458390736597,0.09997637439634699,-0.07721555148174994,-0.33481077144154525,0.3417897758555339,0.14865164654994525,0.11791516489174383,-0.11049962148541713,0.10492366225047695,-0.10090732053048998,0.08716398197993765,0.7458336547845572,0.6571467878921015,0.08087532743949778,0.0690584276964037,0.0733222325172487,0.1591331832517883,0.09599987700010514,-0.8858653508914093,-0.4489081034272438,0.5201117652144002,1.838034555855745,1.7074695851768487,-1.5070411482550348,0.659344959400841,-1.0511192689380162,0.3763332077890139,0.6537917057241098,0.603333358753035,0.0669533153207458,0.0886725068677139,0.1327538830683134,0.5101327324796655,0.2939705966361842,100.03625674953203,123.26346563352627,218.53403842053748,247.12120239910806,247.12120239910806,247.12120239910806,247.12120239910806,53.5736625452707
130100.0,114.43948999999999,38.130539,-0.21403331429826028,-0.15405992419492417,0.0775021109013015,-0.29153542519956177,0.08717590028470423,-0.047043914048817706,-0.3565161183044645,0.33269136894033496,0.15129707557006986,0.11853767470737389,-0.11009818221985795,0.10500028782380691,-0.11206654971345298,0.08746000817519992,0.7399397655628186,0.6572345557932525,0.08089297454293279,0.07064344100716541,0.07334900835915256,0.16239086812611342,0.09618785447816895,-0.537890574564998,-0.4818177571971531,0.5061988387673735,1.8703364096194917,1.6779714155678025,-1.5010180053254911,0.646589854684829,-1.1650800438519802,0.5910140653779394,0.630253824258266,0.6130540461608135,0.06231949997145181,0.09429656343618092,0.13430419151795084,0.5183455116261133,0.2448255375422987,95.55609909264948,123.64954484880042,220.5038477615781,248.99063638027928,248.99063638027928,248.99063638027928,248.99063638027928,54.44022652819707
130200.0,118.3323,39.708866,0.8085042223021699,0.9024112150909775,0.004027187144147834,0.804477035158022,0.10662582270259735,-0.08431423141981348,-0.3235311443099532,0.344585645666498,0.1478419664995174,0.11772618111250784,-0.11067341369103909,0.10491759153742171,-0.0971453759543506,0.08759886495112915,0.7453042921563429,0.6572508038437278,0.0809184797535056,0.06875429323089377,0.07334145748495383,0.15818831647278592,0.09598263095936632,-0.9625036975861714,-0.4340926890061247,0.524283338493153,1.8270482459615471,1.7122738898232066,-1.5090157393414767,0.6632448835465754,-1.0121141188083969,0.3364992596788582,0.6645039474810275,0.6004323882831737,0.06859286960316147,0.08778278102386913,0.13224868017235128,0.5076353609689394,0.31222275961383905,99.6444589459124,124.61920133080949,216.47752294979543,245.04710950615856,245.04710950615856,245.04710950615856,245.04710950615856,52.19081221562134
130300.0,119.18741999999999,40.085251,-0.8524093234803642,-0.8672605169465906,-0.056825445367254264,-0.7955838781131099,0.1125371522177574,-0.08980574803828788,-0.31441388730683906,0.34685318827620104,0.14718112841762404,0.11757342163112654,-0.11082920256478324,0.10491737202028154,-0.09488233146149166,0.08807379304368536,0.7448016989707581,0.6573798337364357,0.08096901880960591,0.06855586054882538,0.07336547051224392,0.1574319165931597,0.09570211913748389,-1.0196648166809785,-0.4221444281629967,0.5276297970759861,1.817746226661239,1.7150017619192588,-1.5106452911835007,0.666430126055139,-0.9914339652728636,0.3086321428645055,0.6731936617298808,0.5981098037570185,0.0700068531783155,0.0872808251027939,0.13183288407981397,0.5056004393766489,0.3221979183133307,98.72994115911115,124.4650179025243,214.33220619800113,242.81799288779527,242.81799288779527,242.81799288779527,242.81799288779527,50.68932872852784
130400.0,114.54296000000001,36.552448,0.8777714543292247,0.8751726060241173,0.021222276793399344,0.8565491775358253,0.08869213116765107,-0.07732469829848754,-0.3628241807331254,0.334861842752931,0.15231518803822303,0.11929685071644641,-0.1081904068823836,0.10440535770571843,-0.11822359540249053,0.08676739669139132,0.7488957568467308,0.6577597720380476,0.08092909366748582,0.07107743828629583,0.07325739150008753,0.1648005958971173,0.09627201113127089,-0.8911722749215474,-0.48447888429868763,0.5090944399280793,1.8820819699778422,1.6784067292341849,-1.476853115664845,0.633525365229245,-1.2280162636395717,0.37348408392087296,0.6283664711321898,0.6110252262602052,0.06070202460408396,0.094211526850517,0.14066577344853906,0.5268281228090906,0.22031337575960364,100.4061512471207,126.89285321997542,232.9362591026872,255.9391946129419,255.9391946129419,255.9391946129419,255.9391946129419,56.016743791445876
130500.0,114.81666000000001,37.212246,0.42042345218929034,0.34220596907931294,-0.007168546988847249,0.42759199917813756,0.0894063715788106,-0.06885978206735627,-0.3587383911238371,0.3350509805085208,0.1516715995010576,0.11895647082965913,-0.10887019564916692,0.1045962470867559,-0.11475448193852229,0.08681865002428756,0.7464050595526276,0.6575327590111493,0.08089166739609747,0.07066682543737335,0.0732720101924341,0.1635858798263402,0.09618376946132913,-0.7931450448503025,-0.48062159618646466,0.5095578523150656,1.8749965773158834,1.6833425032667022,-1.4858360697794615,0.6393965493708464,-1.1930753242589391,0.4282614797840564,0.6311029696955839,0.610700811368364,0.061673514849998244,0.09325165911352895,0.13827429353630935,0.5230072461868526,0.23369435729038404,99.9964984724013,126.8463805299009,229.1692596449588,253.9111826550705,253.9111826550705,253.9111826550705,253.9111826550705,56.179304187135514
130600.0,115.17113,39.021587,0.06723486584790977,0.08620086484603294,0.061694578961752726,0.005540286886157049,0.08966386384817093,-0.0486240291810505,-0.3496712518909725,0.33465939083287266,0.15014775110920073,0.1180854310917793,-0.11094291016401364,0.10520086345982173,-0.10849800315678307,0.0872773917671345,0.7397617816105441,0.657012832398769,0.08086633008538276,0.06997112425663415,0.0733753854614657,0.1605121521638185,0.09620051925071411,-0.5571205577589287,-0.47268088266157665,0.5093650752771807,1.8567400171451722,1.687630895548792,-1.5119908327061145,0.655407469413617,-1.1278317830491094,0.5778215807739016,0.6367523855694615,0.6108357568804876,0.06423641379029625,0.09242410283462718,0.13149032366238048,0.5126606940650403,0.2602078208501704,95.80189093725531,120.96360035185381,215.51478380896086,246.10765263193142,246.10765263193142,246.10765263193142,246.10765263193142,52.298126885676986
130700.0,115.03185,40.864917999999996,-0.2020435349735146,-0.25236685207785536,-0.002038050149954527,-0.20000548482356006,0.09098870462756825,-0.02717581885083603,-0.3375881113564424,0.3335325180788668,0.1488214641097602,0.11722477600572868,-0.11352189480025211,0.10596799296556465,-0.10420792308825509,0.0885417369831018,0.7305882137462415,0.656900907549467,0.08092472961369009,0.06966314583270193,0.07358188806028088,0.1575173175116713,0.09624669708870827,-0.3069266515069897,-0.46207713867349415,0.5077364245439875,1.8390109527728835,1.682737329824975,-1.5427967097997128,0.6727386844796472,-1.0827168748680192,0.7590922001171496,0.6443295681100399,0.6119763554916292,0.0668091831363087,0.09336892243395724,0.12383558077200066,0.5015829270304298,0.27972221228962835,87.46476553008357,115.61815933700743,198.51702886511913,234.99405930021575,234.99405930021575,234.99405930021575,234.99405930021575,47.574501333581246
130800.0,117.54701999999999,41.347225,0.035484064651178315,-0.06618703123354897,-0.025665581955992868,0.06114964660717118,0.10758400094938458,-0.060991321812806254,-0.31854154565481163,0.3425210932514357,0.14710121864890494,0.11708157256037113,-0.11282864734178899,0.10560271806574267,-0.10132481016906147,0.08888524022169951,0.7372147552098125,0.6572299644719276,0.08098175339951748,0.06877484877026706,0.07350778350991152,0.15605952029125145,0.09523485568982866,-0.686180536393673,-0.4320878596144677,0.5211586686049002,1.816473618732259,1.702389385856246,-1.5349210920851066,0.6766823188271883,-1.0639466971952711,0.493079632339139,0.6659588980202737,0.6026047324962915,0.07020215573799493,0.08962125348033242,0.12575848402200585,0.49908013282625663,0.28812839368262605,91.53660138625813,120.1222567463511,203.47787114026164,236.17433817292115,236.17433817292115,236.17433817292115,236.17433817292115,49.25331207298705
